FACILITY_ID,FACILITY_NAME,CERTIFICATION_NUMBER,AREA_OFFICE_ABBREV,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP,COUNTY,PHONE,FACILITY_WEBSITE,OPERATOR,OPERATOR_ADDRESS_1,OPERATOR_ADDRESS_2,OPERATOR_CITY,OPERATOR_STATE,OPERATOR_ZIP,MEDICARE_CERTIFIED,MEDICARE_NUMBER,MEDICAID_CERTIFIED,OWNERSHIP,MULTICAMPUS_FACILITY_ID,NOTES,OCCUPANCY_RATE,OCCUPANCY_REPORT_DATE,OCCUPANCY_EXCEPTION_COMMENT,AVERAGE_OCCUPIED_BEDS,INSP_STANDARD_HEALTH,INSP_LSC,INSP_TOTAL,INSP_HARM,INSP_PERCENT_HARM,COMP_RECEIVED,COMP_RECEIVED_PER_100,COMP_SELF_REPORTED,COMP_ONSITE,COMP_CITATIONS,COMP_CITATIONS_PER_100,COMP_DEF_ADMINISTRATION,COMP_DEF_QUALITY_OF_CARE,COMP_DEF_RESIDENT_RIGHTS,COMP_DEF_DIETARY_SERVICES,COMP_DEF_PHYSICAL_ENVIRONMENT,COMP_DEF_OTHER_SERVICES,COMP_DEF_TOTAL,TOTAL_BEDS,EMPLOYEE_FLU_VACCINATION_RATE,VACCINATION_RATE_REPORT_DATE
470,Creekview Nursing and Rehab Center,2753301N,2ROCH,525 Beahan Road                        ,,Rochester                ,14624,Monroe,5852477880,http://www.westgatenursing.com/,Westgate Nursing Home Inc.,525 Beahan Road                        ,,Rochester                ,NY,14624,1,335556,1,Proprietary--Business Corporation,,,0.758,12/13/17 0:00,,87.21,114,39,153,0,0,241,276.3,0.69,68,57,65.4,1,34,14,0,8,0,57,124,0.28,13-Apr
472,Hamilton Manor Nursing Home,2701364N,2ROCH,1172 Long Pond Road                    ,,Rochester                ,14626,Monroe,5852250450,http://www.lattaroadnh.com/about.htm,"Hamilton Manor Nursing Home, LLC",740 East Avenue,,Rochester,NY,14607,1,335615,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,37.86,14,2,16,0,0,17,44.9,0.65,9,0,0,0,0,0,0,0,0,0,40,0.38,13-Apr
473,Latta Road Nursing Home West,2701362N,2ROCH,2100 Latta Road                        ,,Rochester                ,14612,Monroe,5852250910,http://www.lattaroadnh.com/about.htm,"Latta Road Nursing Home West, LLC",740 East Avenue,,Rochester,NY,14607,1,335617,1,Proprietary--LLC,,,0.9,12/13/17 0:00,,38.32,35,5,40,1,0.03,13,33.9,0.69,4,1,2.6,0,0,1,0,0,0,1,40,0.65,13-Apr
474,Park Ridge Nursing Home,2754302N,2ROCH,1555 Long Pond Road                    ,,Rochester                ,14626,Monroe,5857237205,http://www.unityhealth.org/senior_services/skilled_nursing/seniors_nursing_parkridge.aspx,Rochester Regional Health,89 Genesee Street,,Rochester,NY,14611,1,335369,1,Voluntary--Not for Profit Corporation,,,0.967,12/13/17 0:00,,117.64,11,2,13,0,0,39,33.2,0.87,10,1,0.9,0,0,1,0,0,0,1,120,0.75,13-Apr
475,Latta Road Nursing Home East,2701363N,2ROCH,2102 Latta Road                        ,,Rochester                ,14612,Monroe,5852250920,http://www.lattaroadnh.com/about.htm,"Latta Road Nursing Home East, LLC",740 East Avenue,,Rochester,NY,14607,1,335618,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,38.21,14,1,15,0,0,33,86.4,0.73,13,2,5.2,0,0,1,0,1,0,2,40,0.83,13-Apr
476,St Anns Community,2757300N,2ROCH,1500 Portland Avenue                   ,,Rochester                ,14621,Monroe,5856976000,http://www.stannscommunity.com/communities/st-anns-home/,St Anns Home for the Aged,1500 Portland Avenue                   ,,Rochester                ,NY,14621,1,335081,1,Voluntary--Not for Profit Corporation,,,0.93,12/13/17 0:00,,444.87,33,22,55,2,0.04,98,22,0.62,54,12,2.7,0,9,3,0,0,0,12,470,0.78,13-Apr
477,St Anns Community,2757301N,2ROCH,920 Cherry Ridge Boulevard                ,,Webster,14580,Monroe,5856976999,http://www.cherryridgecommunity.com/,"St Anns Nursing Home Company Inc, (The Heritage)",1450 Portland Avenue                   ,,Rochester                ,NY,14621,1,335730,1,Voluntary--Not for Profit Corporation,,,0.986,12/13/17 0:00,,72.66,17,3,20,0,0,31,42.7,0.84,10,3,4.1,0,2,1,0,0,0,3,72,0.72,13-Apr
478,Penfield Place,2761303N,2ROCH,1700 Penfield Rd                       ,,Penfield                 ,14526,Monroe,5855867433,http://www.hurlbutcare.com/our-communities/penfield-place,"Penfield Place, LLC",1700 Penfield Road                     ,,Penfield                 ,NY,14526,1,335407,1,Proprietary--LLC,,,0.958,12/13/17 0:00,,45.84,32,10,42,0,0,14,30.5,0.5,7,1,2.2,0,0,0,0,0,1,1,48,0.53,13-Apr
479,Hill Haven Nursing Home,2761302N,2ROCH,1550 Empire Blvd                       ,,Webster                  ,14580,Monroe,5856714300,http://www.rochestergeneral.org/centers-and-services/senior-services/hill-haven/,Rochester Regional Health,89 Genesee Street,,Rochester,NY,14611,1,335247,1,Voluntary--Not for Profit Corporation,,,0.91,12/13/17 0:00,,275.15,34,22,56,2,0.04,202,73.4,0.76,70,11,4,0,7,3,0,0,1,11,288,0.82,13-Apr
481,Crest Manor Living and Rehabilitation Center,2762301N,2ROCH,6745 Pittsford-Palmyra Road            ,,Fairport                 ,14450,Monroe,5852233633,http://www.crestmanorliving.com/,"Crest Manor Living and Rehabilitation Center, Inc.",6745 Pittsford-Palmyra Road            ,,Fairport                 ,NY,14450,1,335467,1,Proprietary--Business Corporation,,,0.85,12/13/17 0:00,,70.77,16,11,27,0,0,8,11.3,0.63,4,2,2.8,0,0,2,0,0,0,2,80,0.78,13-Apr
483,Wilkinson Residential Health Care Facility,2801001N,4TROY,4988 Sthwy 30                          ,,Amsterdam                ,12010,Montgomery,5188423100,http://www.smha.org/patient-care/wilkinson-nursing-home,St. Mary's Healthcare,427 Guy Park Ave                       ,,Amsterdam                ,NY,12010,1,335857,1,Voluntary--Not for Profit Corporation,,,0.9,12/13/17 0:00,,157.46,15,11,26,0,0,35,22.2,0.69,11,2,1.3,0,1,1,0,0,0,2,160,0.92,13-Apr
485,River Ridge Living Center,2801305N,4TROY,100 Sandy Drive                        ,,Amsterdam                ,12010,Montgomery,5188433503,http://riverridgelc.com/,"River Ridge Operating, LLC",100 Sandy Drive,,Amsterdam,NY,12010,1,335422,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,112.84,28,11,39,0,0,83,73.6,0.71,24,4,3.5,1,2,0,0,0,1,4,120,0.57,13-Apr
488,Capstone Center for Rehabilitation and Nursing,2850301N,4TROY,302 Swart Hill Road                    ,,Amsterdam                ,12010,Montgomery,5188426790,http://www.capstonecenterrehab.com/,"CSRNC, LLC",1 Hillcrest Drive,Suite 225,Spring Valley,NY,10977,1,335543,1,Proprietary--LLC,,,0.908,12/13/17 0:00,,115.98,25,13,38,0,0,113,97.4,0.65,26,11,9.5,3,4,3,1,0,0,11,120,0.52,13-Apr
489,Palatine Nursing Home,2827000N,4TROY,154 Lafayette Street                 ,,Palatine Bridge          ,13428,Montgomery,5186735212,http://www.palatinenh.com/,"Cosden, LLC",224 Brookville Road,,Glen Head,NY,11545,1,335685,1,Proprietary--LLC,,,0.957,12/13/17 0:00,,65.86,21,8,29,0,0,65,98.7,0.91,8,3,4.6,0,1,1,0,1,0,3,70,0.35,13-Apr
491,Glengariff Health Care Center,2901300N,7LI,141 Dosoris Lane                       ,,Glen Cove                ,11542,Nassau,5166761100,http://glengariffcare.com/,The Glengariff Corporation,Glengariff Drive                       ,,Glen Cove                ,NY,11542,1,335211,1,Proprietary--Business Corporation,,,0.847,11/29/17 0:00,,234.62,14,13,27,0,0,75,32,0.45,33,1,0.4,0,1,0,0,0,0,1,262,0.29,13-Apr
492,Marquis Rehabilitation & Nursing Center,2901304N,7LI,2 Medical Plaza                        ,,Glen Cove                ,11542,Nassau,5166710858,http://www.marquisrehabandnursing.com/,"Montclair Care Center, Inc",2 Medical Plaza                        ,,Glen Cove                ,NY,11542,1,335141,1,Proprietary--Business Corporation,,,1,11/29/17 0:00,,83.94,28,10,38,0,0,21,25,0.05,17,0,0,0,0,0,0,0,0,0,102,,
493,Glen Cove Center for Nursing and Rehabilitation,2901305N,7LI,6 Medical Plaza                        ,,Glen Cove                ,11542,Nassau,5166719010,http://www.glencoverehab.com/,"Forest Manor Care Center, Inc",6 Medical Plaza                        ,,Glen Cove                ,NY,11542,1,335716,1,Proprietary--Business Corporation,,,0.877,12/6/17 0:00,,131.32,6,9,15,4,0.27,46,35,0.39,24,7,5.3,0,3,1,0,3,0,7,154,0.85,13-Apr
496,Beach Terrace Care Center,2902303N,7LI,640 West Broadway                      ,,Long Beach               ,11561,Nassau,5164314400,http://www.beach-terrace.com/,Beach Terrace Care Center Inc,640 West Broadway                      ,,Long Beach               ,NY,11561,1,335024,1,Proprietary--Business Corporation,,,0.956,12/6/17 0:00,,173.36,11,18,29,0,0,4,2.3,0.25,4,1,0.6,1,0,0,0,0,0,1,182,0.26,13-Apr
497,Grandell Rehabilitation and Nursing Center,2902304N,7LI,645 W Broadway                         ,,Long Beach               ,11561,Nassau,5168891100,http://www.grandellrehab.com/,"Grandell Rehabilitation and Nursing Center, Inc.",645 W Broadway                         ,,Long Beach               ,NY,11561,1,335498,1,Proprietary--Business Corporation,,,,,Recent data not available.,268.3,2,7,9,0,0,90,33.5,0.76,44,2,0.7,0,1,1,0,0,0,2,278,0.28,13-Apr
498,Long Beach Nursing and Rehabilitation Center,2902307N,7LI,375 East Bay Drive                     ,,Long Beach               ,11561,Nassau,5168971110,http://www.lbmc.org/services/komanoff.htm,"MLAP Acquisition I, LLC",375 East Bay Drive,,Long Beach,NY,11561,1,335432,1,Proprietary--LLC,,,0.833,12/13/17 0:00,,133.41,22,14,36,0,0,66,49.5,0.82,22,0,0,0,0,0,0,0,0,0,150,0.53,13-Apr
504,South Shore Rehabilitation and Nursing Center,2904302N,7LI,275 W Merrick Road                     ,,Freeport                 ,11520,Nassau,5166234000,http://www.extendedcare.com/ElderCare/Facilities/NY/Freeport/SouthShore/,"South Shore Rehabilitation, LLC",275 W. Merrick Road,,Freeport,NY,11520,1,335156,1,Proprietary--LLC,,,0.94,12/13/17 0:00,,89.44,13,6,19,0,0,44,49.2,0.3,26,5,5.6,1,3,1,0,0,0,5,100,0.6,13-Apr
508,Hempstead Park Nursing Home,2906304N,7LI,800 Front Street                       ,,Hempstead                ,11550,Nassau,5167059700,,Sunshine Care Corp,800 Front Street                       ,,Hempstead                ,NY,11550,1,335808,1,Proprietary--Business Corporation,,,0.944,12/6/17 0:00,,226.22,29,4,33,0,0,111,49.1,0.65,34,1,0.4,1,0,0,0,0,0,1,251,,
509,Mayfair Care Center,2906302N,7LI,100 Baldwin Road                       ,,Hempstead                ,11550,Nassau,5165387171,,Mayfair Care Center Inc,100 Baldwin Road                       ,,Hempstead                ,NY,11550,1,335279,1,Proprietary--Business Corporation,,,0.935,12/13/17 0:00,,183.58,37,18,55,0,0,68,37,0.41,34,4,2.2,0,3,1,0,0,0,4,200,0.32,13-Apr
516,The Grand Pavilion for Rehab & Nursing at Rockville Centre,2909305N,7LI,41 Maine Avenue                        ,,Rockville Centre         ,11570,Nassau,5165367730,http://www.extendedcare.com/ElderCare/Facilities/NY/RockvilleCentre/RockvilleNursing/,"Rockville Operating, LLC",41 Main Avenue,,Rockville Center,NY,11570,1,335297,1,Proprietary--LLC,,,1,12/6/17 0:00,,148.22,27,13,40,0,0,31,20.9,0.19,21,3,2,0,0,3,0,0,0,3,158,0.55,13-Apr
517,"Rockville Skilled Nursing & Rehabilitation Center, LLC",2909304N,7LI,50 Maine Avenue                        ,,Rockville Centre         ,11570,Nassau,5165368000,,"Rockville Skilled Nursing & Rehabilitation Center, LLC",50 Maine Avenue                        ,,Rockville Centre         ,NY,11570,1,335747,1,Proprietary--LLC,,,0.894,12/13/17 0:00,,59.89,22,19,41,0,0,26,43.4,0.15,16,5,8.3,0,5,0,0,0,0,5,66,0.26,13-Apr
520,Lynbrook Restorative Therapy and Nursing,2911303N,7LI,243 Atlantic Avenue                    ,,Lynbrook                 ,11563,Nassau,5165992744,http://www.lynbrookrehab.com/,"East Rockaway Center, LLC",243 Atlantic Avenue,,Lynbrook,NY,11563,1,335160,1,Proprietary--LLC,,,0.88,12/13/17 0:00,,89.14,20,5,25,0,0,33,37,0.06,20,4,4.5,2,0,1,0,0,1,4,100,0.07,13-Apr
521,Grace Plaza Nursing and Rehabilitation Center,2913301N,7LI,15 St Pauls Place                      ,,Great Neck               ,11021,Nassau,5164663001,http://www.graceplaza.com/,"Pinegrove Manor II, LLC",15 St Pauls Place                      ,,Great Neck               ,NY,11021,1,335483,1,Proprietary--LLC,,,0.911,12/13/17 0:00,,199.77,29,27,56,1,0.02,57,28.5,0.28,31,0,0,0,0,0,0,0,0,0,214,0.41,13-Apr
524,Daleview Care Center,5150302N,7LI,574 Fulton Street                      ,,Farmingdale              ,11735,Nassau,5166949800,http://www.daleviewcarecenter.com/home.php,MMR Care Corp,574 Fulton Street                      ,,Farmingdale              ,NY,11735,1,335161,1,Proprietary--Business Corporation,,,0.88,12/13/17 0:00,,128.54,9,9,18,0,0,29,22.6,0.38,20,6,4.7,1,4,0,0,0,1,6,142,0.58,13-Apr
527,South Nassau Communities Hospital,2950001H,7LI,One Healthy Way                        ,,Oceanside                ,11572,Nassau,5166323000,,South Nassau Communities Hospital Inc,2445 Oceanside Road                    ,,Oceanside                ,NY,11572,1,335871,0,Voluntary--Not for Profit Corporation,,,,,Data not available.,0,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,,
533,Belair Care Center Inc,2950301N,7LI,2478 Jerusalem Ave                     ,,No Bellmore              ,11710,Nassau,5168261160,http://www.belaircarecenter.com/,Belair Care Center Inc,2478 Jersusalem Avenue                 ,,North Bellmore           ,NY,11710,1,335140,1,Proprietary--Business Corporation,,,0.902,12/13/17 0:00,,93.38,13,6,19,0,0,27,28.9,0.26,18,0,0,0,0,0,0,0,0,0,102,0.51,13-Apr
534,A Holly Patterson Extended Care Facility,2950302N,7LI,875 Jerusalem Avenue                   ,,Uniondale                ,11553,Nassau,5165721400,http://www.nuhealth.net/about/centers-of-care/a_holly_patterson.asp,Nassau Health Care Corporation,240 Old Country Road                   ,,Mineola                  ,NY,11501,1,335023,1,Public--County,,,0.795,12/13/17 0:00,,522.48,16,22,38,0,0,58,11.1,0.41,27,0,0,0,0,0,0,0,0,0,589,0.27,13-Apr
537,Oceanside Care Center Inc,2950314N,7LI,2914 Lincoln Avenue                    ,,Oceanside                ,11572,Nassau,5165362300,http://www.oceansidecarecenter.com/,Oceanside Care Center Inc,2914 Lincoln Avenue                    ,,Oceanside                ,NY,11572,1,335158,1,Proprietary--Business Corporation,,,0.91,12/6/17 0:00,,96.72,21,8,29,0,0,13,13.4,0.38,4,0,0,0,0,0,0,0,0,0,100,0.5,13-Apr
538,Garden Care Center,2950316N,7LI,135 Franklin Avenue                    ,,Franklin Square          ,11010,Nassau,5167752100,http://www.gardencarerehab.com/,"Garden Care Center,Inc",135 Franklin Avenue                    ,,Franklin Square          ,NY,11010,1,335817,1,Proprietary--Business Corporation,,,0.927,11/1/17 0:00,,140.69,24,10,34,0,0,45,32,0.44,18,0,0,0,0,0,0,0,0,0,150,0.42,13-Apr
539,"Woodmere Rehab & Health Care Center, Inc",2950315N,7LI,121 Franklin Place                     ,,Woodmere                 ,11598,Nassau,5163749300,http://www.extendedcare.com/eldercare/facilities/ny/woodmere/woodmere/,"Woodmere Rehab & Health Care Ctr, Inc",121 Franklin Place                     ,,Woodmere                 ,NY,11598,1,335718,1,Proprietary--Business Corporation,,,0.867,12/13/17 0:00,,188.84,28,23,51,0,0,91,48.2,0.15,63,11,5.8,4,3,3,0,0,1,11,150,0.32,13-Apr
546,Sands Point Center for Health and Rehabilitation,2951304N,7LI,1440 Port Washington Blvd              ,,Port Washington          ,11050,Nassau,5167199400,http://www.sandspointcenter.com/,AGMA Inc,1440 Port Washington Blvd              ,,Port Washington          ,NY,11050,1,335022,1,Proprietary--Business Corporation,,,0.95,12/13/17 0:00,,168.96,16,10,26,0,0,54,32,0.56,22,1,0.6,0,0,1,0,0,0,1,180,0.47,13-Apr
547,Highfield Gardens Care Center of Great Neck,2951306N,7LI,199 Community Drive                    ,,Great Neck               ,11021,Nassau,5163659229,http://www.highfieldgardens.com/,Wedgewood Care Center Inc,199 Community Drive                    ,,Great Neck               ,NY,11021,1,335250,1,Proprietary--Business Corporation,,,0.91,12/13/17 0:00,,182.51,22,8,30,0,0,37,20.3,0.32,19,1,0.5,1,0,0,0,0,0,1,200,,
548,Sunharbor Manor,2951307N,7LI,255 Warner Avenue                      ,,Roslyn Heights           ,11577,Nassau,5166215400,http://www.sunharbormanor.com/,"Sunharbor Acquistion I, LLC",255 Warner Avenue                      ,,Roslyn Heights           ,NY,11577,1,335559,1,Proprietary--LLC,,,0.883,12/13/17 0:00,,241.23,22,3,25,0,0,20,8.3,0.05,12,2,0.8,0,1,0,0,0,1,2,266,0.8,13-Apr
557,"Parkview Care and Rehabilitation Center, Inc.",2952301N,7LI,5353 Merrick Road                      ,,Massapequa               ,11758,Nassau,5167981800,http://www.parkviewcareandrehabcenter.com/,"Parkview Care and Rehabilitation Center, Inc.",5353 Merrick Road                      ,,Massapequa               ,NY,11758,1,335074,1,Proprietary--Business Corporation,,,0.941,12/6/17 0:00,,165.05,63,21,84,2,0.02,61,37,0.44,34,5,3,0,2,2,0,1,0,5,169,,
558,Cold Spring Hills Center for Nursing and Rehabilitation,2952310N,7LI,378 Syosset-Woodbury Road              ,,Woodbury                 ,11797,Nassau,5169213900,http://www.coldspringhills.net/,"Cold Spring Acquisition, LLC",378 Syosset-Woodbury Road,,Woodbury,NY,11797,1,335555,1,Proprietary--LLC,,,0.927,12/13/17 0:00,,550.26,43,36,79,3,0.04,173,31.4,0.41,86,11,2,1,4,5,0,1,0,11,588,0.31,13-Apr
559,"Excel at Woodbury for Rehabilitation and Nursing, LLC",2952309N,7LI,8533 Jericho Tpke                      ,,Woodbury                 ,11797,Nassau,5166924100,,"Excel at Woodbury for Rehabilitation and Nursing, LLC",8533 Jericho Turnpike,,Woodbury,NY,11797,1,335231,1,Proprietary--LLC,,,0.813,12/13/17 0:00,,107.78,13,14,27,0,0,31,28.8,0.1,16,4,3.7,1,1,2,0,0,0,4,123,0.73,13-Apr
560,Central Island Healthcare,2952308N,7LI,825 Old Country Rd                     ,,Plainview                ,11803,Nassau,5164330600,http://www.centralislandhealthcare.com/,"Ozone Acquisition, LLC",825 Old Country Road                   ,,Plainview                ,NY,11803,1,335284,1,Proprietary--LLC,,,0.847,12/13/17 0:00,,181.24,16,10,26,0,0,35,19.3,0.17,19,1,0.6,0,1,0,0,0,0,1,202,0.33,13-Apr
564,South Point Plaza Nursing and Rehabilitation Center,2961302N,7LI,One Long Beach Road                    ,,Island Park              ,11558,Nassau,5164320300,http://southpointplazarehab.com/index.html,Bayview Manor LLC,One Long Beach Road                    ,,Island Park              ,NY,11558,1,335162,1,Proprietary--LLC,,,0.968,12/13/17 0:00,,177.92,20,20,40,4,0.1,47,26.4,0.3,24,6,3.4,4,1,1,0,0,0,6,185,,
568,Briody Rehab & Residential Health Care Center,3101307N,1BUFF,909 Lincoln Ave                        ,,Lockport                 ,14094,Niagara,7164346361,http://www.briody.org/,"Maximus 909 Operations, LLC",909 Lincoln Avenue,,Lockport,NY,14094,1,335573,1,Proprietary--LLC,,,1,12/13/17 0:00,,78.55,7,9,16,0,0,25,31.8,0.92,7,0,0,0,0,0,0,0,0,0,82,0.93,13-Apr
571,Odd Fellow & Rebekah Rehabilitation&Health Care Center Inc,3101305N,1BUFF,104 Old Niagara Road                   ,,Lockport                 ,14094,Niagara,7164346324,http://www.oddfellowhcclkpt.org/,Odd Fellow & Rebekah Rehabilitation & Health Care Ctr Inc,104 Old Niagara Road                   ,,Lockport                 ,NY,14094,1,335500,1,Voluntary--Not for Profit Corporation,,,0.873,12/13/17 0:00,,116.67,24,12,36,0,0,46,39.4,0.76,16,1,0.9,0,1,0,0,0,0,1,126,0.59,13-Apr
579,Schoellkopf Health Center,3102307N,1BUFF,621 Tenth Street                       ,,Niagara Falls            ,14302,Niagara,7162784578,http://www.nfmmc.org/About/Nursing_Home,Niagara Falls Memorial Home Co Inc,621 Tenth St                           ,,Niagara Falls            ,NY,14302,1,335376,1,Voluntary--Not for Profit Corporation,,,0.975,12/13/17 0:00,,114.79,27,42,69,0,0,41,35.7,0.51,11,1,0.9,0,1,0,0,0,0,1,120,0.55,13-Apr
580,Niagara Rehabilitation and Nursing Center,3102311N,1BUFF,822 Cedar Avenue                       ,,Niagara Falls            ,14301,Niagara,7162821207,http://www.niagararehab.org/,"Amerifalls, LLC",822 Cedar Avenue,,Niagara Falls,NY,14301,1,335742,1,Proprietary--LLC,,,0.838,12/6/17 0:00,,145.61,79,33,112,5,0.04,232,159.3,0.6,60,29,19.9,6,15,7,0,0,1,29,160,0.32,13-Apr
582,Degraff Memorial Hospital-Skilled Nursing Facility,3103000N,1BUFF,445 Tremont Street                     ,,North Tonawanda          ,14120,Niagara,7166944500,http://www.kaleidahealth.org/DeGraff/services/display.asp?s=651,Kaleida Health,100 High Street              ,,Buffalo                  ,NY,14203,1,335669,1,Voluntary--Not for Profit Corporation,,,1,12/13/17 0:00,,76.69,28,18,46,0,0,30,39.1,0.63,10,0,0,0,0,0,0,0,0,0,80,0.36,13-Apr
586,Newfane Rehab & Health Care Center,3154303N,1BUFF,2709 Transit Rd                        ,,Newfane                  ,14108,Niagara,7167787111,http://www.enhs.org/newfane/the-newfane-rehabilitation-and-health-care-center/,"Newfane Operations, LLC",2709 Transit Road,,Newfane,NY,14108,1,335481,1,Proprietary--LLC,,,0.727,11/15/17 0:00,,142.96,40,14,54,0,0,67,46.9,0.49,18,6,4.2,0,4,2,0,0,0,6,165,0.52,13-Apr
588,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC",3158302N,1BUFF,4540 Lincoln Drive                     ,,Gasport                  ,14067,Niagara,7167722631,http://www.absolutcare.com/locations/?id=65,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC",4540 Lincoln Avenue                    ,,Gasport                  ,NY,14067,1,335533,1,Proprietary--LLC,,,0.976,12/13/17 0:00,,76.9,21,6,27,0,0,16,20.8,0.63,6,1,1.3,0,0,1,0,0,0,1,83,0.24,13-Apr
590,"Rome Memorial Hospital, Inc - RHCF",3201002N,3SYR,1500 North James Street                ,,Rome                     ,13440,Oneida,3153387000,http://www.romehospital.org/Residential_Health_Care.aspx,"Rome Memorial Hospital, Inc",1500 North James Street                ,,Rome                     ,NY,13440,1,335563,1,Voluntary--Not for Profit Corporation,,,0.938,12/13/17 0:00,,73.56,14,7,21,0,0,28,38.1,0.86,6,2,2.7,0,1,1,0,0,0,2,80,0.88,13-Apr
592,Colonial Park Rehabilitation and Nursing Center,3201311N,3SYR,950 Floyd Avenue                       ,,Rome                     ,13440,Oneida,3153365400,http://www.colonialparkrehab.com/,"RRNC, LLC",1 Hillcrest Center Drive,Suite 225,Spring Valley,NY,10977,1,335233,1,Proprietary--LLC,,,0.913,12/6/17 0:00,,75.28,40,7,47,1,0.02,86,114.2,0.91,15,3,4,0,1,1,0,0,1,3,80,0.75,13-Apr
593,The Grand Rehabilitation and Nursing at Rome,3201310N,3SYR,801 North James Street                 ,,Rome                     ,13440,Oneida,3153370550,http://romerehab.net/,Rome Center LLC,901 North James Street,,Rome,NY,13440,1,335589,1,Proprietary--LLC,,,0.938,12/13/17 0:00,,153.09,49,13,62,0,0,107,69.9,0.36,31,16,10.5,1,9,6,0,0,0,16,160,0.56,13-Apr
594,Bethany Gardens Skilled Living Center,3201308N,3SYR,800 West Chestnut Street               ,,Rome                     ,13440,Oneida,3153393210,http://www.bethanynursing.com/,"Bethany Operating Co., LLC",800 West Chestnut Street               ,,Rome                     ,NY,13440,1,335732,1,Proprietary--LLC,,,0.95,12/13/17 0:00,,94.16,56,11,67,1,0.01,83,88.1,0.82,16,13,13.8,2,4,5,0,0,2,13,100,0.28,13-Apr
595,"Betsy Ross Rehabilitation Center, Inc",3201307N,3SYR,1 Elsie Street                         ,,Rome                     ,13440,Oneida,3153392220,,"Betsy Ross Rehabilitation Center, Inc",Elsie Street                           ,,Rome                     ,NY,13440,1,335727,1,Proprietary--Business Corporation,,,0.883,12/13/17 0:00,,108.58,37,12,49,0,0,245,225.6,0.92,33,1,0.9,0,0,1,0,0,0,1,120,0.26,13-Apr
604,Katherine Luther Residential Health Care and Rehabilitation Center,3225303N,3SYR,110 Utica Road                         ,,Clinton                  ,13323,Oneida,3158535515,http://www.lutherancare.org/services/facilities-1/skilled-nursing-1,"Katherine Luther Residential Health Care and Rehabilitation Center, Inc.",110 Utica Road,,Clinton,NY,13323,1,335006,1,Voluntary--Not for Profit Corporation,,,0.861,12/13/17 0:00,,247.05,48,14,62,3,0.05,215,87,0.84,37,15,6.1,1,11,3,0,0,0,15,280,0.58,13-Apr
606,Masonic Care Community of New York,3202308N,3SYR,2150 Bleecker Street                   ,,Utica                    ,13501,Oneida,3157984800,http://www.masonichomeny.org/,Trustees Masonic Hall and Asylum Fund,71 West 23rd Street                    ,,New York                 ,NY,10010,1,335541,1,Voluntary--Not for Profit Corporation,,,0.959,12/6/17 0:00,,311.12,22,3,25,1,0.04,76,24.4,0.79,22,5,1.6,0,2,2,0,0,1,5,320,0.6,13-Apr
607,Utica Rehabilitation & Nursing Center,3202316N,3SYR,2535 Genesee Street                    ,,Utica                    ,13501,Oneida,3157971230,http://stjosephnh.org/,"URNC Operating, LLC",20 Wood Ct,,Tarrytown,NY,10591,1,335471,1,Proprietary--LLC,,,0.858,12/13/17 0:00,,103.63,52,13,65,5,0.08,94,90.7,0.5,24,15,14.5,0,12,2,1,0,0,15,120,0.59,13-Apr
608,The Pines at Utica Center for Nursing & Rehabilitation,3202315N,3SYR,1800 Butterfield Ave                   ,,Utica                    ,13501,Oneida,3157973570,http://www.pinesutica.com/,"Utica Crossings, LLC",1800 Butterfield Avenue                ,,Utica                    ,NY,13501,1,335374,1,Proprietary--LLC,,,0.923,12/13/17 0:00,,105.41,36,1,37,0,0,37,35.1,0.41,12,2,1.9,0,1,1,0,0,0,2,117,0.27,13-Apr
609,Heritage Health Care Center,3202314N,3SYR,1657 Sunset Ave                        ,,Utica                    ,13502,Oneida,3157977392,http://hhcc.net/,"Faxton-Sunset St Luke's Health Care Center, Inc",1657 Sunset Avenue                     ,,Utica                    ,NY,13502,1,335600,1,Voluntary--Not for Profit Corporation,,,0.914,12/13/17 0:00,,168.95,79,19,98,2,0.02,305,180.5,0.78,49,21,12.4,2,9,8,0,1,1,21,220,0.48,13-Apr
613,"Sunset Nursing and Rehabilitation Center, Inc.",3221301N,3SYR,232 Academy Street                     ,,Boonville                ,13309,Oneida,3159424301,http://www.sunsetnrc.com/,"Sunset Nursing and Rehabilitation Center, Inc.",232 Academy Street                     ,,Booneville               ,NY,13309,1,335587,1,Proprietary--Business Corporation,,,0.958,11/29/17 0:00,,108.74,27,11,38,0,0,32,29.4,0.53,17,4,3.7,0,3,1,0,0,0,4,120,0.46,13-Apr
618,Waterville Residential Care Center,3226301N,3SYR,220 Tower Street                       ,,Waterville               ,13480,Oneida,3158414156,http://www.hardingnh.com/,Harding Nursing Home LLC,220 Tower Street                       ,,Waterville               ,NY,13480,1,335585,1,Proprietary--LLC,,,0.989,12/13/17 0:00,,87.91,43,11,54,1,0.02,146,166.1,0.95,16,1,1.1,0,0,1,0,0,0,1,92,0.9,13-Apr
