FACILITY_ID,SURVEY_DATE,DEFICIENCY_CATEGORY,STIP_NUMBER,STIP_DATE,FINE_ASSESSED,STIP_PDF_NAME,facility_name_BN
129,2/1/02 0:00,Quality of Care,NH-02-098,11/1/02 0:00,2000,pfi0129nh_02_098.pdf,Chenango Memorial Hospital Inc SNF
444,9/10/04 0:00,Resident Rights,NH-05-046,9/23/05 0:00,2000,pfi0444nh_05_046.pdf,Church Home of the Protestant Episcopal Church
677,,Quality of Care,NH-06-053,12/21/06 0:00,1500,pfi0677nh_06_053.pdf,Clifton Springs Hospital and Clinic Extended Care
144,4/28/00 0:00,Resident Rights,NH-06-036,11/20/06 0:00,1000,pfi0144nh_06_036.pdf,Clinton County Nursing Home
1381,4/22/02 0:00,Quality of Care,NH-05-009,3/1/05 0:00,2000,pfi1381nh_05_009.pdf,"Cobble Hill Health Center, Inc"
558,6/19/15 0:00,Quality of Care,NH-16-033,1/5/16 0:00,10000,pfi0558nh_16_033.pdf,Cold Spring Hills Center for Nursing and Rehabilitation
558,11/5/15 0:00,Multiple Deficiencies,NH-16-125,4/4/16 0:00,12000,pfi0558nh_16_125.pdf,Cold Spring Hills Center for Nursing and Rehabilitation
558,10/23/02 0:00,Quality of Care,NH-05-018,5/26/05 0:00,1000,pfi0558nh_05_018.pdf,Cold Spring Hills Center for Nursing and Rehabilitation
1600,5/21/02 0:00,Quality of Care,NH-04-022,4/9/04 0:00,1000,pfi1600nh_04_022.pdf,Coler Rehabilitation and Nursing Care Center
274,2/29/16 0:00,Quality of Care,NH-16-177,6/28/16 0:00,20000,pfi0274nh_16_177.pdf,Comprehensive Rehabilitation and Nursing Center at Williamsville
274,3/23/07 0:00,Quality of Care,NH-08-019,2/26/08 0:00,1000,pfi0274nh_08_019.pdf,Comprehensive Rehabilitation and Nursing Center at Williamsville
274,10/28/10 0:00,Quality of Care,NH-12-004,1/18/12 0:00,10000,pfi0274nh_12_004.pdf,Comprehensive Rehabilitation and Nursing Center at Williamsville
274,1/24/11 0:00,Quality of Care,NH-13-002,1/10/12 0:00,2000,pfi0274nh_13_002.pdf,Comprehensive Rehabilitation and Nursing Center at Williamsville
274,6/8/16 0:00,Multiple Deficiencies,NH-16-208,12/6/16 0:00,21000,pfi0274nh_16_208.pdf,Comprehensive Rehabilitation and Nursing Center at Williamsville
1404,2/8/12 0:00,Multiple Deficiencies,NH-16-117,3/9/16 0:00,14000,pfi1404nh_16_117.pdf,Concord Nursing Home Inc
1404,,Quality of Care,NH-06-003,1/26/06 0:00,2000,pfi1404nh_06_003.pdf,Concord Nursing Home Inc
160,10/1/01 0:00,Multiple Deficiencies,NH-06-049,12/8/06 0:00,2000,pfi0160nh_06_049.pdf,Cortland Park Rehabilitation and Nursing Center
160,12/29/05 0:00,Quality of Care,NH-06-054,12/21/06 0:00,1500,pfi0160nh_06_054.pdf,Cortland Park Rehabilitation and Nursing Center
160,3/21/08 0:00,Multiple Deficiencies,NH-09-017,4/20/09 0:00,4000,pfi0160nh_09_017.pdf,Cortland Park Rehabilitation and Nursing Center
4799,7/13/05 0:00,Quality of Care,NH-06-030,10/23/06 0:00,500,pfi4799nh_06_030.pdf,Cortland Regional Nursing and Rehabilitation Center
1041,8/15/01 0:00,Quality of Care,NH-04-024,4/9/04 0:00,4000,pfi1041nh_04_024.pdf,Cortlandt Healthcare
470,6/28/13 0:00,Multiple Deficiencies,NH-16-047,1/3/16 0:00,8000,pfi0470nh_16_047.pdf,Creekview Nursing and Rehab Center
470,,Other Services,NH-17-040,7/6/17 0:00,2000,pfi0470nh_17_040.pdf,Creekview Nursing and Rehab Center
470,1/11/02 0:00,Multiple Deficiencies,NH-02-071,9/13/02 0:00,4000,pfi0470nh_02_071.pdf,Creekview Nursing and Rehab Center
470,3/3/04 0:00,Quality of Care,NH-05-001,1/3/05 0:00,2000,pfi0470nh_05_001.pdf,Creekview Nursing and Rehab Center
481,6/5/09 0:00,Quality of Care,NH-10-034,9/28/10 0:00,10000,pfi0481nh_10_034.pdf,Crest Manor Living and Rehabilitation Center
4494,3/22/01 0:00,Quality of Care,NH-02-001,1/3/02 0:00,2000,pfi4494nh_02_001.pdf,Crouse Community Center Inc
1407,5/18/06 0:00,Resident Rights,NH-07-087,11/19/07 0:00,4000,pfi1407nh_07_087.pdf,Crown Heights Center for Nursing and Rehabilitation
1407,,Multiple Deficiencies,NH-11-054,9/26/11 0:00,10000,pfi1407nh_11_054.pdf,Crown Heights Center for Nursing and Rehabilitation
1407,2/18/11 0:00,Quality of Care,NH-12-042,9/25/12 0:00,10000,pfi1407nh_12_042.pdf,Crown Heights Center for Nursing and Rehabilitation
161,12/9/11 0:00,Quality of Care,NH-16-162,5/6/16 0:00,10000,pfi0161nh_16_162.pdf,Crown Park Rehabilitation and Nursing Center
161,8/26/14 0:00,Multiple Deficiencies,NH-16-109,3/9/16 0:00,14000,pfi0161nh_16_109.pdf,Crown Park Rehabilitation and Nursing Center
161,3/29/07 0:00,Quality of Care,NH-08-054,8/20/08 0:00,3000,pfi0161nh_08_054.pdf,Crown Park Rehabilitation and Nursing Center
161,,Multiple Deficiencies,NH-12-035,8/24/12 0:00,28000,pfi0161nh_12_035.pdf,Crown Park Rehabilitation and Nursing Center
161,10/29/11 0:00,Quality of Care,NH-14-008,9/30/14 0:00,10000,pfi0161nh_14_008.pdf,Crown Park Rehabilitation and Nursing Center
161,,Quality of Care,NH-04-071,10/6/04 0:00,3000,pfi0161nh_04_071.pdf,Crown Park Rehabilitation and Nursing Center
161,1/4/05 0:00,Quality of Care,NH-05-023,5/26/05 0:00,1000,pfi0161nh_05_023.pdf,Crown Park Rehabilitation and Nursing Center
38,11/15/07 0:00,Multiple Deficiencies,NH-08-046,8/8/08 0:00,6000,pfi0038nh_08_046.pdf,Cuba Memorial Hospital Inc SNF
38,10/7/11 0:00,Multiple Deficiencies,NH-11-069,12/6/11 0:00,6000,pfi0038nh_11_069.pdf,Cuba Memorial Hospital Inc SNF
38,6/22/15 0:00,Quality of Care,NH-16-074,1/13/16 0:00,4000,pfi0038nh_16_074.pdf,Cuba Memorial Hospital Inc SNF
38,,Multiple Deficiencies,NH-17-054,10/9/17 0:00,2000,pfi0038nh_17_054.pdf,Cuba Memorial Hospital Inc SNF
1709,2/26/04 0:00,Quality of Care,NH-07-042,5/29/07 0:00,1000,pfi1709nh_07_042.pdf,Cypress Garden Center for Nursing and Rehabilitation
22,2/25/08 0:00,Quality of Care,NH-08-067,10/23/08 0:00,2000,pfi0022nh_08_067.pdf,Daughters of Sarah Nursing Center
22,10/8/14 0:00,Quality of Care,NH-16-079,1/13/16 0:00,10000,pfi0022nh_16_079.pdf,Daughters of Sarah Nursing Center
22,,Multiple Deficiencies,NH-04-054,8/2/04 0:00,3000,pfi0022nh_04_054.pdf,Daughters of Sarah Nursing Center
772,4/4/13 0:00,Quality of Care,NH-16-156,5/4/16 0:00,10000,pfi0772nh_16_156.pdf,Diamond Hill Nursing and Rehabilitation Center
772,9/18/07 0:00,Quality of Care,NH-08-053,8/20/08 0:00,2000,pfi0772nh_08_053.pdf,Diamond Hill Nursing and Rehabilitation Center
772,1/16/09 0:00,Quality of Care,NH-09-044,10/28/09 0:00,6000,pfi0772nh_09_044.pdf,Diamond Hill Nursing and Rehabilitation Center
772,9/4/12 0:00,Multiple Deficiencies,NH-16-025,1/5/16 0:00,6000,pfi0772nh_16_025.pdf,Diamond Hill Nursing and Rehabilitation Center
772,4/11/14 0:00,Quality of Care,NH-16-012,1/5/16 0:00,2000,pfi0772nh_16_012.pdf,Diamond Hill Nursing and Rehabilitation Center
772,10/21/16 0:00,Multiple Deficiencies,NH-17-030,4/12/17 0:00,4000,pfi0772nh_17_030.pdf,Diamond Hill Nursing and Rehabilitation Center
772,,Quality of Care,NH-02-040,6/11/02 0:00,4000,pfi0772nh_02_040.pdf,Diamond Hill Nursing and Rehabilitation Center
772,,Resident Rights,NH-04-038,6/1/04 0:00,3000,pfi0772nh_04_038.pdf,Diamond Hill Nursing and Rehabilitation Center
7279,,Quality of Care,NH-02-113,12/20/02 0:00,3000,pfi7279nh_02_113.pdf,Dr Susan Smith Mckinney Nursing and Rehabilitation Center
1705,1/16/02 0:00,Quality of Care,NH-04-001,1/19/04 0:00,1000,pfi1705nh_04_001.pdf,Dry Harbor Nursing Home
2575,7/16/09 0:00,Multiple Deficiencies,NH-10-024,7/23/10 0:00,20000,pfi2575nh_10_024.pdf,Dumont Center for Rehabilitation and Nursing Care
2575,4/13/15 0:00,Multiple Deficiencies,NH-16-061,1/21/16 0:00,18000,pfi2575nh_16_061.pdf,Dumont Center for Rehabilitation and Nursing Care
2575,,Quality of Care,NH-04-050,7/13/04 0:00,3000,pfi2575nh_04_050.pdf,Dumont Center for Rehabilitation and Nursing Care
1277,11/6/14 0:00,Multiple Deficiencies,NH-17-016,1/9/17 0:00,4000,pfi1277nh_17_016.pdf,East Haven Nursing & Rehabilitation Center
1231,8/20/12 0:00,Other Services,NH-16-031,1/5/16 0:00,2000,pfi1231nh_16_031.pdf,Eastchester Rehabilitation and Health Care Center
1231,1/15/08 0:00,Other Services,NH-08-047,8/9/08 0:00,2000,pfi1231nh_08_047.pdf,Eastchester Rehabilitation and Health Care Center
4000,8/17/16 0:00,Quality of Care,NH-17-025,3/27/17 0:00,2000,pfi4000nh_17_025.pdf,Eddy Village Green
4000,5/30/02 0:00,Quality of Care,NH-03-021,4/21/03 0:00,1000,pfi4000nh_03_021.pdf,Eddy Village Green
4808,10/25/13 0:00,Quality of Care,NH-15-031,9/22/15 0:00,10000,pfi4808nh_15_031.pdf,Edna Tina Wilson Living Center
4808,8/15/02 0:00,Quality of Care,NH-02-112,12/16/02 0:00,2000,pfi4808nh_02_112.pdf,Edna Tina Wilson Living Center
1748,,Multiple Deficiencies,NH-07-030,4/3/07 0:00,7000,pfi1748nh_07_030.pdf,Eger Health Care and Rehabilitation Center
1748,7/29/11 0:00,Resident Rights,NH-16-193,9/6/16 0:00,2000,pfi1748nh_16_193.pdf,Eger Health Care and Rehabilitation Center
124,7/27/01 0:00,Quality of Care,NH-03-022,5/2/03 0:00,4000,pfi0124nh_03_022.pdf,Elcor Nursing and Rehabilitation Center
232,,Resident Rights,NH-03-053,11/13/03 0:00,8000,pfi0232nh_03_053.pdf,Elderwood at Amherst
3295,11/27/01 0:00,Quality of Care,NH-04-026,4/9/04 0:00,2000,pfi3295nh_04_026.pdf,Elderwood at Hamburg
3902,10/17/02 0:00,Resident Rights,NH-04-003,2/5/04 0:00,1000,pfi3902nh_04_003.pdf,Elderwood at Hornell
3243,1/11/02 0:00,Multiple Deficiencies,NH-02-082,10/9/02 0:00,6000,pfi3243nh_02_082.pdf,Elderwood at Liverpool
973,8/18/05 0:00,Quality of Care,NH-06-037,11/20/06 0:00,2000,pfi0973nh_06_037.pdf,Elderwood at Waverly
973,12/12/08 0:00,Quality of Care,NH-10-010,1/27/10 0:00,2000,pfi0973nh_10_010.pdf,Elderwood at Waverly
973,5/22/03 0:00,Quality of Care,NH-04-085,11/3/04 0:00,3000,pfi0973nh_04_085.pdf,Elderwood at Waverly
315,8/29/05 0:00,Quality of Care,NH-16-114,3/9/16 0:00,2000,pfi0315nh_16_114.pdf,Elderwood of Uihlein at Lake Placid 
315,,Multiple Deficiencies,NH-14-005,9/11/14 0:00,20000,pfi0315nh_14_005.pdf,Elderwood of Uihlein at Lake Placid 
315,12/5/13 0:00,Multiple Deficiencies,NH-15-032,9/22/15 0:00,4000,pfi0315nh_15_032.pdf,Elderwood of Uihlein at Lake Placid 
315,,Multiple Deficiencies,NH-02-095,11/1/02 0:00,3000,pfi0315nh_02_095.pdf,Elderwood of Uihlein at Lake Placid 
3984,3/1/01 0:00,Resident Rights,NH-02-046,7/16/02 0:00,2000,pfi3984nh_02_046.pdf,Elizabeth Seton Pediatric Center
254,9/27/11 0:00,Quality of Care,NH-13-014,4/24/13 0:00,2000,pfi0254nh_13_014.pdf,Ellicott Center for Rehabilitation and Nursing
254,11/6/15 0:00,Multiple Deficiencies,NH-16-147,4/19/16 0:00,24000,pfi0254nh_16_147.pdf,Ellicott Center for Rehabilitation and Nursing
254,5/23/12 0:00,Quality of Care,NH-16-135,4/6/16 0:00,2000,pfi0254nh_16_135.pdf,Ellicott Center for Rehabilitation and Nursing
254,5/11/17 0:00,Quality of Care,NH-17-046,8/16/17 0:00,10000,pfi0254nh_17_046.pdf,Ellicott Center for Rehabilitation and Nursing
4148,10/24/08 0:00,Quality of Care,NH-09-052,12/4/09 0:00,14000,pfi4148nh_09_052.pdf,Ellis Residential & Rehabilitation Center
4148,5/7/07 0:00,Multiple Deficiencies,NH-07-077,10/2/07 0:00,4000,pfi4148nh_07_077.pdf,Ellis Residential & Rehabilitation Center
4148,,Multiple Deficiencies,NH-16-186,7/12/16 0:00,20000,pfi4148nh_16_186.pdf,Ellis Residential & Rehabilitation Center
4148,2/13/01 0:00,Quality of Care,NH-02-024,4/2/02 0:00,2000,pfi4148nh_02_024.pdf,Ellis Residential & Rehabilitation Center
4148,9/4/02 0:00,Quality of Care,NH-04-100,11/26/04 0:00,2000,pfi4148nh_04_100.pdf,Ellis Residential & Rehabilitation Center
682,7/30/12 0:00,Quality of Care,NH-15-017,9/17/15 0:00,10000,pfi0682nh_15_017.pdf,Elm Manor Nursing Home
633,,Quality of Care,NH-08-009,2/13/08 0:00,10000,pfi0633nh_08_009.pdf,Emerald North Nursing and Rehabilitation Center
633,6/17/13 0:00,Quality of Care,NH-16-187,8/9/17 0:00,10000,pfi0633nh_16_187.pdf,Emerald North Nursing and Rehabilitation Center
633,1/24/17 0:00,Multiple Deficiencies,NH-17-038,6/19/17 0:00,6000,pfi0633nh_17_038.pdf,Emerald North Nursing and Rehabilitation Center
251,1/13/16 0:00,Physical Environment,NH-17-009,1/3/17 0:00,2000,pfi0251nh_17_009.pdf,Emerald South Nursing and Rehabilitation Center
251,9/16/16 0:00,Quality of Care,NH-17-001,12/19/16 0:00,10000,pfi0251nh_17_001.pdf,Emerald South Nursing and Rehabilitation Center
251,,Multiple Deficiencies,NH-04-059,8/6/04 0:00,7000,pfi0251nh_04_059.pdf,Emerald South Nursing and Rehabilitation Center
305,8/19/15 0:00,Multiple Deficiencies,NH-16-116,3/9/16 0:00,6000,pfi0305nh_16_116.pdf,Essex Center for Rehabilitation and Healthcare
305,,Multiple Deficiencies,NH-13-017,6/10/13 0:00,32000,pfi0305nh_13_017.pdf,Essex Center for Rehabilitation and Healthcare
7268,9/8/14 0:00,Multiple Deficiencies,NH-16-150,4/25/16 0:00,12000,pfi7268nh_16_150.pdf,Evergreen Commons Rehabilitation and Nursing Center
7268,5/21/07 0:00,Quality of Care,NH-09-009,3/8/09 0:00,8000,pfi7268nh_09_009.pdf,Evergreen Commons Rehabilitation and Nursing Center
7268,10/22/09 0:00,Multiple Deficiencies,NH-11-050,8/25/11 0:00,8000,pfi7268nh_11_050.pdf,Evergreen Commons Rehabilitation and Nursing Center
7268,5/13/14 0:00,Quality of Care,NH-16-064,1/13/16 0:00,10000,pfi7268nh_16_064.pdf,Evergreen Commons Rehabilitation and Nursing Center
7268,,Multiple Deficiencies,NH-04-030,5/6/04 0:00,14000,pfi7268nh_04_030.pdf,Evergreen Commons Rehabilitation and Nursing Center
7268,4/14/05 0:00,Quality of Care,NH-06-013,5/9/06 0:00,2000,pfi7268nh_06_013.pdf,Evergreen Commons Rehabilitation and Nursing Center
459,,Quality of Care,NH-05-057,11/4/05 0:00,4000,pfi0459nh_05_057.pdf,Fairport Baptist Homes
1679,7/28/05 0:00,Quality of Care,NH-08-004,1/8/08 0:00,4000,pfi1679nh_08_004.pdf,Far Rockaway Center for Rehabilitation and Nursing
1679,9/24/01 0:00,Multiple Deficiencies,NH-02-033,5/15/02 0:00,12000,pfi1679nh_02_033.pdf,Far Rockaway Center for Rehabilitation and Nursing
1679,1/11/05 0:00,Quality of Care,NH-06-009,4/7/06 0:00,4000,pfi1679nh_06_009.pdf,Far Rockaway Center for Rehabilitation and Nursing
194,4/27/11 0:00,Multiple Deficiencies,NH-13-006,2/27/13 0:00,20000,pfi0194nh_13_006.pdf,Ferncliff Nursing Home Co Inc
194,11/16/01 0:00,Quality of Care,NH-04-018,4/6/04 0:00,2000,pfi0194nh_04_018.pdf,Ferncliff Nursing Home Co Inc
282,8/29/02 0:00,Quality of Care,NH-06-046,12/6/06 0:00,1000,pfi0282nh_06_046.pdf,Fiddlers Green Manor Rehabilitation and Nursing Center
282,1/29/04 0:00,Quality of Care,NH-06-047,12/6/06 0:00,1000,pfi0282nh_06_047.pdf,Fiddlers Green Manor Rehabilitation and Nursing Center
282,,Multiple Deficiencies,NH-08-016,3/5/08 0:00,4000,pfi0282nh_08_016.pdf,Fiddlers Green Manor Rehabilitation and Nursing Center
282,1/5/16 0:00,Multiple Deficiencies,NH-16-184,7/12/16 0:00,12000,pfi0282nh_16_184.pdf,Fiddlers Green Manor Rehabilitation and Nursing Center
282,9/12/11 0:00,Quality of Care,NH-13-018,6/10/13 0:00,4000,pfi0282nh_13_018.pdf,Fiddlers Green Manor Rehabilitation and Nursing Center
3630,,Quality of Care,NH-06-040,11/20/06 0:00,6000,pfi3630nh_06_040.pdf,Field Home-Holy Comforter
1233,8/26/08 0:00,Multiple Deficiencies,NH-11-040,7/11/11 0:00,10000,pfi1233nh_11_040.pdf,Fieldston Lodge Care Center
1233,1/11/11 0:00,Multiple Deficiencies,NH-12-019,3/19/12 0:00,12000,pfi1233nh_12_019.pdf,Fieldston Lodge Care Center
1233,8/25/04 0:00,Quality of Care,NH-04-074,10/14/04 0:00,4000,pfi1233nh_04_074.pdf,Fieldston Lodge Care Center
5714,9/7/00 0:00,Quality of Care,NH-02-017,2/21/02 0:00,2000,pfi5714nh_02_017.pdf,Finger Lakes Center for Living
201,1/10/11 0:00,Multiple Deficiencies,NH-12-021,3/23/12 0:00,4000,pfi0201nh_12_021.pdf,Fishkill Center for Rehabilitation and Nursing
201,6/3/02 0:00,Quality of Care,NH-06-034,10/31/06 0:00,2000,pfi0201nh_06_034.pdf,Fishkill Center for Rehabilitation and Nursing
749,9/30/13 0:00,Multiple Deficiencies,NH-16-170,5/4/16 0:00,4000,pfi0749nh_16_170.pdf,Focus Rehabilitation and Nursing Center at Otsego
749,4/30/10 0:00,Multiple Deficiencies,NH-11-060,9/26/11 0:00,6000,pfi0749nh_11_060.pdf,Focus Rehabilitation and Nursing Center at Otsego
749,,Multiple Deficiencies,NH-16-196,9/27/16 0:00,18000,pfi0749nh_16_196.pdf,Focus Rehabilitation and Nursing Center at Otsego
749,9/27/01 0:00,Quality of Care,NH-02-065,9/11/02 0:00,6000,pfi0749nh_02_065.pdf,Focus Rehabilitation and Nursing Center at Otsego
5790,7/1/08 0:00,Quality of Care,NH-09-039,10/14/09 0:00,6000,pfi5790nh_09_039.pdf,Focus Rehabilitation and Nursing Center at Utica
5790,12/19/14 0:00,Multiple Deficiencies,NH-16-035,1/5/16 0:00,4000,pfi5790nh_16_035.pdf,Focus Rehabilitation and Nursing Center at Utica
360,2/26/07 0:00,Quality of Care,NH-07-057,6/21/07 0:00,2000,pfi0360nh_07_057.pdf,Folts Home
360,9/17/08 0:00,Multiple Deficiencies,NH-10-048,10/13/10 0:00,14000,pfi0360nh_10_048.pdf,Folts Home
1258,5/27/08 0:00,Quality of Care,NH-09-024,5/18/09 0:00,8000,pfi1258nh_09_024.pdf,Fordham Nursing and Rehabilitation Center
8555,6/6/14 0:00,Multiple Deficiencies,NH-16-075,1/13/16 0:00,4000,pfi8555nh_16_075.pdf,Fox Run at Orchard Park
337,,Quality of Care,NH-08-024,4/14/08 0:00,4000,pfi0337nh_08_024.pdf,Fulton Center for Rehabilitation and Healthcare
337,7/25/11 0:00,Quality of Care,NH-12-039,9/17/12 0:00,10000,pfi0337nh_12_039.pdf,Fulton Center for Rehabilitation and Healthcare
337,,Multiple Deficiencies,NH-16-004,1/5/16 0:00,52000,pfi0337nh_16_004.pdf,Fulton Center for Rehabilitation and Healthcare
337,3/24/14 0:00,Quality of Care,NH-16-034,1/5/16 0:00,10000,pfi0337nh_16_034.pdf,Fulton Center for Rehabilitation and Healthcare
6312,10/1/03 0:00,Quality of Care,NH-04-097,11/26/04 0:00,3000,pfi6312nh_04_097.pdf,Fulton Commons Care Center Inc
538,5/22/07 0:00,Quality of Care,NH-07-082,11/23/07 0:00,4000,pfi0538nh_07_082.pdf,Garden Care Center
538,6/17/03 0:00,Multiple Deficiencies,NH-05-068,12/9/05 0:00,2000,pfi0538nh_05_068.pdf,Garden Care Center
538,5/24/12 0:00,Multiple Deficiencies,NH-16-071,1/21/16 0:00,12000,pfi0538nh_16_071.pdf,Garden Care Center
493,10/9/15 0:00,Multiple Deficiencies,NH-16-167,5/31/16 0:00,12000,pfi0493nh_16_167.pdf,Glen Cove Center for Nursing and Rehabilitation
493,9/25/14 0:00,Quality of Care,NH-16-130,4/6/16 0:00,10000,pfi0493nh_16_130.pdf,Glen Cove Center for Nursing and Rehabilitation
493,2/15/05 0:00,Quality of Care,NH-05-056,10/27/05 0:00,1000,pfi0493nh_05_056.pdf,Glen Cove Center for Nursing and Rehabilitation
1078,2/29/08 0:00,Quality of Care,NH-08-072,12/22/08 0:00,4000,pfi1078nh_08_072.pdf,Glen Island Center for Nursing and Rehabilitation
1078,5/21/02 0:00,Quality of Care,NH-03-020,4/8/03 0:00,4000,pfi1078nh_03_020.pdf,Glen Island Center for Nursing and Rehabilitation
846,3/1/07 0:00,Quality of Care,NH-07-065,7/11/07 0:00,2000,pfi0846nh_07_065.pdf,Glendale Home-Schdy Cnty Dept Social Services
846,5/2/08 0:00,Quality of Care,NH-09-041,10/19/09 0:00,4000,pfi0846nh_09_041.pdf,Glendale Home-Schdy Cnty Dept Social Services
846,9/10/08 0:00,Multiple Deficiencies,NH-10-020,6/2/10 0:00,14000,pfi0846nh_10_020.pdf,Glendale Home-Schdy Cnty Dept Social Services
491,8/8/13 0:00,Multiple Deficiencies,NH-15-033,9/22/15 0:00,16000,pfi0491nh_15_033.pdf,Glengariff Health Care Center
1226,8/26/08 0:00,Quality of Care,NH-09-038,10/14/09 0:00,4000,pfi1226nh_09_038.pdf,Gold Crest Care Center
1226,10/22/02 0:00,Quality of Care,NH-03-039,8/18/03 0:00,2000,pfi1226nh_03_039.pdf,Gold Crest Care Center
1226,10/27/03 0:00,Physical Environment,NH-04-075,10/14/04 0:00,2000,pfi1226nh_04_075.pdf,Gold Crest Care Center
1757,6/27/08 0:00,Quality of Care,NH-09-029,7/9/09 0:00,20000,pfi1757nh_09_029.pdf,Golden Gate Rehabilitation & Health Care Center
1757,11/22/10 0:00,Quality of Care,NH-11-068,12/16/11 0:00,10000,pfi1757nh_11_068.pdf,Golden Gate Rehabilitation & Health Care Center
49,,Quality of Care,NH-02-060,8/20/02 0:00,6000,pfi0049nh_02_060.pdf,Good Shepherd-Fairview Home Inc
1032,,Quality of Care,NH-04-027,5/6/04 0:00,2000,pfi1032nh_04_027.pdf,Gowanda Rehabilitation and Nursing Center
497,,Quality of Care,NH-07-044,5/29/07 0:00,2000,pfi0497nh_07_044.pdf,Grandell Rehabilitation and Nursing Center
497,,Multiple Deficiencies,NH-10-011,2/5/10 0:00,2000,pfi0497nh_10_011.pdf,Grandell Rehabilitation and Nursing Center
497,,Multiple Deficiencies,NH-11-035,6/20/11 0:00,34000,pfi0497nh_11_035.pdf,Grandell Rehabilitation and Nursing Center
497,2/13/13 0:00,Multiple Deficiencies,NH-16-017,1/4/16 0:00,16000,pfi0497nh_16_017.pdf,Grandell Rehabilitation and Nursing Center
497,11/29/01 0:00,Quality of Care,NH-04-042,7/1/04 0:00,3000,pfi0497nh_04_042.pdf,Grandell Rehabilitation and Nursing Center
1022,2/23/11 0:00,Multiple Deficiencies,NH-12-033,7/16/12 0:00,8000,pfi1022nh_12_033.pdf,Granville Center for Rehabilitation and Nursing
1022,11/8/14 0:00,Multiple Deficiencies,NH-16-038,1/5/16 0:00,6000,pfi1022nh_16_038.pdf,Granville Center for Rehabilitation and Nursing
1022,5/1/14 0:00,Other Services,NH-16-062,1/21/16 0:00,10000,pfi1022nh_16_062.pdf,Granville Center for Rehabilitation and Nursing
1022,,Multiple Deficiencies,NH-16-104,1/13/16 0:00,64000,pfi1022nh_16_104.pdf,Granville Center for Rehabilitation and Nursing
350,6/6/14 0:00,Quality of Care,NH-16-099,1/13/16 0:00,10000,pfi0350nh_16_099.pdf,Greene Meadows Nursing and Rehabilitation Center
350,,Multiple Deficiencies,NH-16-055,1/21/16 0:00,18000,pfi0350nh_16_055.pdf,Greene Meadows Nursing and Rehabilitation Center
350,2/7/13 0:00,Quality of Care,NH-16-019,1/4/16 0:00,1000,pfi0350nh_16_019.pdf,Greene Meadows Nursing and Rehabilitation Center
350,11/3/13 0:00,Multiple Deficiencies,NH-16-044,1/5/16 0:00,8000,pfi0350nh_16_044.pdf,Greene Meadows Nursing and Rehabilitation Center
350,7/21/16 0:00,Quality of Care,NH-17-036,5/22/17 0:00,10000,pfi0350nh_17_036.pdf,Greene Meadows Nursing and Rehabilitation Center
350,9/30/04 0:00,Quality of Care,NH-05-054,9/28/05 0:00,1000,pfi0350nh_05_054.pdf,Greene Meadows Nursing and Rehabilitation Center
2550,7/2/15 0:00,Multiple Deficiencies,NH-16-145,4/12/16 0:00,6000,pfi2550nh_16_145.pdf,Groton Community Health Care Center Residential Care Facility
2550,9/19/14 0:00,Multiple Deficiencies,NH-16-076,1/21/16 0:00,14000,pfi2550nh_16_076.pdf,Groton Community Health Care Center Residential Care Facility
2550,6/28/01 0:00,Quality of Care,NH-02-058,8/13/02 0:00,2000,pfi2550nh_02_058.pdf,Groton Community Health Care Center Residential Care Facility
2550,12/10/03 0:00,Quality of Care,NH-04-093,10/28/04 0:00,2000,pfi2550nh_04_093.pdf,Groton Community Health Care Center Residential Care Facility
3989,,Quality of Care,NH-07-009,2/13/07 0:00,2000,pfi3989nh_07_009.pdf,Gurwin Jewish Nursing and Rehabilitation Center
1604,2/8/06 0:00,Quality of Care,NH-07-032,4/8/07 0:00,1000,pfi1604nh_07_032.pdf,"Harlem Center for Nursing and Rehabilitation, LLC"
1604,8/8/06 0:00,Quality of Care,NH-08-007,1/8/08 0:00,6000,pfi1604nh_08_007.pdf,"Harlem Center for Nursing and Rehabilitation, LLC"
508,9/28/10 0:00,Multiple Deficiencies,NH-11-066,12/16/11 0:00,8000,pfi0508nh_11_066.pdf,Hempstead Park Nursing Home
508,1/9/09 0:00,Quality of Care,NH-12-001,1/6/12 0:00,10000,pfi0508nh_12_001.pdf,Hempstead Park Nursing Home
1601,12/31/12 0:00,Multiple Deficiencies,NH-16-152,5/4/16 0:00,12000,pfi1601nh_16_152.pdf,Henry J. Carter Skilled Nursing Facility
1601,5/21/02 0:00,Quality of Care,NH-04-022,4/9/04 0:00,1000,pfi1601nh_04_022.pdf,Henry J. Carter Skilled Nursing Facility
310,6/27/08 0:00,Multiple Deficiencies,NH-09-035,8/13/09 0:00,8000,pfi0310nh_09_035.pdf,Heritage Commons Residential Health Care
310,8/31/09 0:00,Quality of Care,NH-10-055,11/15/10 0:00,10000,pfi0310nh_10_055.pdf,Heritage Commons Residential Health Care
310,6/1/10 0:00,Multiple Deficiencies,NH-11-045,9/26/11 0:00,6000,pfi0310nh_11_045.pdf,Heritage Commons Residential Health Care
609,8/6/12 0:00,Multiple Deficiencies,NH-16-029,1/4/16 0:00,10000,pfi0609nh_16_029.pdf,Heritage Health Care Center
609,5/9/14 0:00,Multiple Deficiencies,NH-16-069,1/13/16 0:00,4000,pfi0609nh_16_069.pdf,Heritage Health Care Center
